Country code,Series name,2000,2005,avg_value,median_value,std_dev
ROM,Agricultural land under irrigation (% of total ag. land),21956746574.405476,0.324400564174894,10978373287.364939,10978373287.364939,8963804253.01688
RUS,Agricultural land under irrigation (% of total ag. land),21956746574.405476,2.07436943620178,10978373288.239923,10978373288.239923,8963804252.302458
RWA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SAS,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SAU,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SDN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,1.18311433340441,10978373287.794294,10978373287.794294,8963804252.666311
SEN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,0.759120779515069,10978373287.582298,10978373287.582298,8963804252.839405
SGP,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SID,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SLB,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SLE,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SLV,Agricultural land under irrigation (% of total ag. land),21956746574.405476,1.91693290734824,10978373288.161203,10978373288.161203,8963804252.36673
SMR,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SOM,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SRB,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SSA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
STP,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SUR,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SVK,Agricultural land under irrigation (% of total ag. land),21956746574.405476,1.33951571354972,10978373287.872496,10978373287.872496,8963804252.60246
SVN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,0.392927308447937,10978373287.399202,10978373287.399202,8963804252.988905
SWE,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SWZ,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SXM,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SYC,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SYR,Agricultural land under irrigation (% of total ag. land),21956746574.405476,10.3124096037026,10978373292.358942,10978373292.358942,8963804248.939291
TCA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TCD,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TGO,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
THA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TJK,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TKM,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TMP,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TON,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TTO,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TUN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,3.62377850162866,10978373289.014627,10978373289.014627,8963804251.669914
TUR,Agricultural land under irrigation (% of total ag. land),21956746574.405476,12.6507047036848,10978373293.52809,10978373293.52809,8963804247.984686
TUV,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TZA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
UGA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
UKR,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
UMC,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
URY,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
USA,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
UZB,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
VCT,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
VEN,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
VIR,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
VNM,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
VUT,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
WBG,Agricultural land under irrigation (% of total ag. land),21956746574.405476,4.05405405405405,10978373289.229765,10978373289.229765,8963804251.494255
WLD,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
WSM,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
YEM,Agricultural land under irrigation (% of total ag. land),21956746574.405476,3.04808060196404,10978373288.726778,10978373288.726778,8963804251.904942
ZAF,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ZAR,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ZMB,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ZWE,Agricultural land under irrigation (% of total ag. land),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ABW,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ADO,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
AFG,Cereal yield (kg per hectare),806.3,1790.4,1298.35,1298.35,401.75714264548765
AGO,Cereal yield (kg per hectare),572.1,598.8,585.45,585.45,10.900229355385115
ALB,Cereal yield (kg per hectare),3175.0,3462.1,3318.55,3318.55,117.20808419217504
ARE,Cereal yield (kg per hectare),6500.0,2000.0,4250.0,4250.0,1837.1173070873836
ARG,Cereal yield (kg per hectare),3453.4,4232.2,3842.8,3842.8,317.9437686132564
ARM,Cereal yield (kg per hectare),1410.2,1974.9,1692.5500000000002,1692.5500000000002,230.53780962494346
ASM,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ATG,Cereal yield (kg per hectare),1600.0,1628.5,1614.25,1614.25,11.635076278220096
AUS,Cereal yield (kg per hectare),1962.3,2087.3,2024.8000000000002,2024.8000000000002,51.03103630798297
AUT,Cereal yield (kg per hectare),5415.6,6345.9,5880.75,5880.75,379.7933846185315
AZE,Cereal yield (kg per hectare),2335.1,2593.1,2464.1,2464.1,105.32805893967665
BDI,Cereal yield (kg per hectare),1243.3,1376.9,1310.1,1310.1,54.54197160597216
BEL,Cereal yield (kg per hectare),8021.3,8649.5,8335.4,8335.4,256.4615760693987
BEN,Cereal yield (kg per hectare),1102.1,1136.3,1119.1999999999998,1119.1999999999998,13.962091533864134
BFA,Cereal yield (kg per hectare),859.0,1127.2,993.1,993.1,109.49219150240808
BGD,Cereal yield (kg per hectare),3384.3,3681.5,3532.9,3532.9,121.33139192586002
BGR,Cereal yield (kg per hectare),2459.1,3387.0,2923.05,2923.05,378.8135887214185
BHR,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BHS,Cereal yield (kg per hectare),1950.0,2117.6,2033.8,2033.8,68.4224134817434
BIH,Cereal yield (kg per hectare),2550.2,4253.2,3401.7,3401.7,695.2468386599587
BLR,Cereal yield (kg per hectare),1951.6,2854.8,2403.2,2403.2,368.7298559469612
BLZ,Cereal yield (kg per hectare),2420.2,3041.7,2730.95,2730.95,253.72631252329086
BMU,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BOL,Cereal yield (kg per hectare),1642.0,1926.9,1784.45,1784.45,116.30993795315462
BRA,Cereal yield (kg per hectare),2661.3,2882.5,2771.9,2771.9,90.30452185060643
BRB,Cereal yield (kg per hectare),2608.6,2736.8,2672.7,2672.7,52.33743083746735
BRN,Cereal yield (kg per hectare),650.0,872.8,761.4,761.4,90.95771911534867
BTN,Cereal yield (kg per hectare),1451.2,2337.2,1894.1999999999998,1894.1999999999998,361.70798535098254
BWA,Cereal yield (kg per hectare),130.6,536.2,333.40000000000003,333.40000000000003,165.58550661214286
CAF,Cereal yield (kg per hectare),968.8,961.5,965.15,965.15,2.9802125203861816
CAN,Cereal yield (kg per hectare),2805.7,3215.9,3010.8,3010.8,167.4634487482767
CHE,Cereal yield (kg per hectare),6601.1,6300.3,6450.700000000001,6450.700000000001,122.80108577153005
CHI,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CHL,Cereal yield (kg per hectare),4362.1,5811.2,5086.65,5086.65,591.5925977111838
CHN,Cereal yield (kg per hectare),4756.3,5225.5,4990.9,4990.9,191.55009788564445
CIV,Cereal yield (kg per hectare),1682.3,1836.2,1759.25,1759.25,62.82941190238856
CMR,Cereal yield (kg per hectare),1763.7,1508.7,1636.2,1636.2,104.10331406828507
COG,Cereal yield (kg per hectare),767.0,756.9,761.95,761.95,4.123307733685026
COK,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
COL,Cereal yield (kg per hectare),3646.0,3948.4,3797.2,3797.2,123.45428303627222
COM,Cereal yield (kg per hectare),1197.2,1284.5,1240.85,1240.85,35.64007575749522
CPV,Cereal yield (kg per hectare),794.7,243.2,518.95,518.95,225.1489321908205
CRI,Cereal yield (kg per hectare),3626.2,3189.1,3407.6499999999996,3407.6499999999996,178.4453277617545
CUB,Cereal yield (kg per hectare),2528.3,2561.5,2544.9,2544.9,13.553843243400179
CUW,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CYM,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CYP,Cereal yield (kg per hectare),931.4,1201.2,1066.3,1066.3,110.14538876715028
CZE,Cereal yield (kg per hectare),3907.5,4746.3,4326.9,4326.9,342.43866604108837
DEU,Cereal yield (kg per hectare),6452.8,6723.2,6588.0,6588.0,110.39033774142841
DJI,Cereal yield (kg per hectare),1833.3,1500.0,1666.65,1666.65,136.06915521160553
DMA,Cereal yield (kg per hectare),2328.7,1357.1,1842.8999999999999,1842.8999999999999,396.65403901468926
DNK,Cereal yield (kg per hectare),6216.0,6153.3,6184.65,6184.65,25.597167812084137
DOM,Cereal yield (kg per hectare),4138.7,4623.3,4381.0,4381.0,197.83712155878817
DZA,Cereal yield (kg per hectare),883.2,1500.8,1192.0,1192.0,252.13414419048178
EAP,Cereal yield (kg per hectare),4209.76201550737,4613.72721407087,4411.7446147891205,4411.7446147891205,164.91810172044387
ECA,Cereal yield (kg per hectare),1741.55914161698,2181.79281564559,1961.675978631285,1961.675978631285,179.7246448268056
ECU,Cereal yield (kg per hectare),2234.7,2841.6,2538.1499999999996,2538.1499999999996,247.7658874825185
EGY,Cereal yield (kg per hectare),7280.0,7548.0,7414.0,7414.0,109.41054184431529
EMU,Cereal yield (kg per hectare),5492.5495346221,5338.50116487991,5415.525349751005,5415.525349751005,62.88998359599399
ERI,Cereal yield (kg per hectare),377.2,758.1,567.65,567.65,155.50177383768542
ESP,Cereal yield (kg per hectare),3609.7,2166.0,2887.85,2887.85,589.388056942679
EST,Cereal yield (kg per hectare),2114.7,2694.3,2404.5,2404.5,236.62070915285517
ETH,Cereal yield (kg per hectare),1116.3,1362.0,1239.15,1239.15,100.30660496697115
FIN,Cereal yield (kg per hectare),3498.6,3422.9,3460.75,3460.75,30.904395588114355
FJI,Cereal yield (kg per hectare),2521.0,2358.8,2439.9,2439.9,66.2178727132385
FRA,Cereal yield (kg per hectare),7239.6,6981.2,7110.4,7110.4,105.49135825586244
FRO,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
FSM,Cereal yield (kg per hectare),1061.2,1141.0,1101.1,1101.1,32.57821357901625
GAB,Cereal yield (kg per hectare),1630.3,1444.6,1537.4499999999998,1537.4499999999998,75.81170753913939
GBR,Cereal yield (kg per hectare),7164.7,7196.1,7180.4,7180.4,12.818996320565523
GEO,Cereal yield (kg per hectare),1362.4,2011.5,1686.95,1686.95,264.99396534009344
GHA,Cereal yield (kg per hectare),1309.1,1432.3,1370.6999999999998,1370.6999999999998,50.29618938514794
GIB,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GIN,Cereal yield (kg per hectare),1492.0,1495.6,1493.8,1493.8,1.4696938456698698
GMB,Cereal yield (kg per hectare),1295.8,1040.3,1168.05,1168.05,104.307438213517
GNB,Cereal yield (kg per hectare),1097.0,1534.2,1315.6,1315.6,178.4861525908009
GNQ,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GRC,Cereal yield (kg per hectare),3899.7,4034.3,3967.0,3967.0,54.95021989643611
GRD,Cereal yield (kg per hectare),1582.2,984.3,1283.25,1283.25,244.09165286834371
GRL,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GTM,Cereal yield (kg per hectare),1772.8,1370.9,1571.85,1571.85,164.07498793742647
GUM,Cereal yield (kg per hectare),2000.0,2066.6,2033.3,2033.3,27.18933614489324
GUY,Cereal yield (kg per hectare),3802.9,3861.6,3832.25,3832.25,23.964174650228685
HIC,Cereal yield (kg per hectare),4715.18819456145,5053.61230470011,4884.40024963078,4884.40024963078,138.16106441586226
HKG,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
HND,Cereal yield (kg per hectare),1367.5,1532.9,1450.2,1450.2,67.52426724272297
HRV,Cereal yield (kg per hectare),3985.6,5592.9,4789.25,4789.25,656.177477262567
HTI,Cereal yield (kg per hectare),931.8,956.8,944.3,944.3,10.206207261596576
HUN,Cereal yield (kg per hectare),3632.6,5526.5,4579.55,4579.55,773.1814373095102
IDN,Cereal yield (kg per hectare),4026.3,4311.3,4168.8,4168.8,116.35076278220096
IMY,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
IND,Cereal yield (kg per hectare),2294.1,2411.5,2352.8,2352.8,47.928349300457555
IRL,Cereal yield (kg per hectare),7841.5,7015.1,7428.3,7428.3,337.3763872393362
IRN,Cereal yield (kg per hectare),1833.3,2299.3,2066.3,2066.3,190.24370335616027
IRQ,Cereal yield (kg per hectare),363.1,947.4,655.25,655.25,238.53947611803514
ISL,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ISR,Cereal yield (kg per hectare),2443.2,2952.3,2697.75,2697.75,207.8392046751528
ITA,Cereal yield (kg per hectare),4993.9,5361.3,5177.6,5177.6,149.9904219164235
JAM,Cereal yield (kg per hectare),1146.8,1255.8,1201.3,1201.3,44.49906366056107
JOR,Cereal yield (kg per hectare),1726.2,1524.8,1625.5,1625.5,82.22120569942204
JPN,Cereal yield (kg per hectare),6256.9,6154.2,6205.549999999999,6205.549999999999,41.927099430638656
KAZ,Cereal yield (kg per hectare),942.7,997.4,970.05,970.05,22.33118148837328
KEN,Cereal yield (kg per hectare),1374.9,1646.2,1510.5500000000002,1510.5500000000002,110.75776120284601
KGZ,Cereal yield (kg per hectare),2669.3,2677.8,2673.55,2673.55,3.4701104689428357
KHM,Cereal yield (kg per hectare),2133.6,2508.6,2321.1,2321.1,153.09310892394862
KIR,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
KNA,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
KOR,Cereal yield (kg per hectare),6435.7,6376.1,6405.9,6405.9,24.331598111646013
KSV,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
KWT,Cereal yield (kg per hectare),2323.7,2753.0,2538.35,2538.35,175.26099109613648
LAC,Cereal yield (kg per hectare),2864.06685568954,3199.37815069832,3031.7225031939297,3031.7225031939297,136.89026296055857
LAO,Cereal yield (kg per hectare),3017.6,3577.2,3297.3999999999996,3297.3999999999996,228.4557433435777
LBN,Cereal yield (kg per hectare),2414.9,2699.9,2557.4,2557.4,116.35076278220096
LBR,Cereal yield (kg per hectare),1278.0,1290.0,1284.0,1284.0,4.898979485566356
LBY,Cereal yield (kg per hectare),643.7,621.2,632.45,632.45,9.185586535436919
LCA,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
LIC,Cereal yield (kg per hectare),1735.08430527442,1840.60595108061,1787.845128177515,1787.845128177515,43.07903150731033
LIE,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
LKA,Cereal yield (kg per hectare),3338.1,3467.1,3402.6,3402.6,52.664029469838326
LMC,Cereal yield (kg per hectare),2272.64070248183,2452.1800551214,2362.410378801615,2362.410378801615,73.29663378609315
LMY,Cereal yield (kg per hectare),2580.44392930926,2798.87558046468,2689.65975488697,2689.65975488697,89.17434816739902
LSO,Cereal yield (kg per hectare),718.3,689.9,704.0999999999999,704.0999999999999,11.5942514491737
LTU,Cereal yield (kg per hectare),2712.7,2940.1,2826.3999999999996,2826.3999999999996,92.83566125148248
LUX,Cereal yield (kg per hectare),5328.8,5634.7,5481.75,5481.75,124.88315205289555
LVA,Cereal yield (kg per hectare),2273.0,2802.9,2537.95,2537.95,216.33076911680106
MAC,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
MAF,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
MAR,Cereal yield (kg per hectare),366.6,784.3,575.45,575.45,170.52531092675554
MCO,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
MDA,Cereal yield (kg per hectare),2032.7,2793.4,2413.05,2413.05,310.5544745558606
MDG,Cereal yield (kg per hectare),1889.8,2516.2,2203.0,2203.0,255.72672914656374
MDV,Cereal yield (kg per hectare),2511.1,1323.5,1917.3,1917.3,484.83566975488367
MEX,Cereal yield (kg per hectare),2761.3,3131.1,2946.2,2946.2,150.97021781353644
MHL,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
MIC,Cereal yield (kg per hectare),2711.25725709805,2969.98258453192,2840.619920814985,2840.619920814985,105.62417262458062
MKD,Cereal yield (kg per hectare),2565.0,3205.0,2885.0,2885.0,261.27890589687235
MLI,Cereal yield (kg per hectare),1006.4,1089.5,1047.95,1047.95,33.92543293754703
MLT,Cereal yield (kg per hectare),4007.5,4166.4,4086.95,4086.95,64.87065335470768
MMR,Cereal yield (kg per hectare),3189.8,3577.1,3383.45,3383.45,158.11456289665404
MNA,Cereal yield (kg per hectare),1770.48470095097,2135.2247990925,1952.8547500217348,1952.8547500217348,148.9045215299012
MNE,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
MNG,Cereal yield (kg per hectare),774.6,480.6,627.6,627.6,120.02499739637572
MNP,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
MOZ,Cereal yield (kg per hectare),868.0,739.0,803.5,803.5,52.664029469838326
MRT,Cereal yield (kg per hectare),864.2,844.0,854.1,854.1,8.246615467370052
MUS,Cereal yield (kg per hectare),8900.0,7539.6,8219.8,8219.8,555.3809743470391
MWI,Cereal yield (kg per hectare),1675.4,777.7,1226.5500000000002,1226.5500000000002,366.48449034940984
MYS,Cereal yield (kg per hectare),3039.5,3407.0,3223.25,3223.25,150.03124674546964
MYT,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
NAM,Cereal yield (kg per hectare),373.6,377.2,375.4,375.4,1.469693845669893
NCL,Cereal yield (kg per hectare),3760.7,3783.9,3772.3,3772.3,9.471360338761734
NER,Cereal yield (kg per hectare),289.6,436.8,363.20000000000005,363.20000000000005,60.09414835628063
NGA,Cereal yield (kg per hectare),1171.4,1421.6,1296.5,1296.5,102.14372227405845
NIC,Cereal yield (kg per hectare),1687.7,1778.6,1733.15,1733.15,37.10976960316509
NIU,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
NLD,Cereal yield (kg per hectare),7905.5,8203.8,8054.65,8054.65,121.78046504537004
NOR,Cereal yield (kg per hectare),3931.7,3992.6,3962.1499999999996,3962.1499999999996,24.862320889249297
NPL,Cereal yield (kg per hectare),2136.3,2316.7,2226.5,2226.5,73.64799159968074
NRU,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
NZL,Cereal yield (kg per hectare),6277.7,7477.6,6877.65,6877.65,489.8571237275894
OMN,Cereal yield (kg per hectare),3451.6,3475.2,3463.3999999999996,3463.3999999999996,9.63465965494713
PAK,Cereal yield (kg per hectare),2407.8,2615.7,2511.75,2511.75,84.87481958743697
PAN,Cereal yield (kg per hectare),2042.5,1871.9,1957.2,1957.2,69.64715835313498
PER,Cereal yield (kg per hectare),3084.0,3557.8,3320.9,3320.9,193.42804002177837
PHL,Cereal yield (kg per hectare),2580.8,3049.0,2814.9,2814.9,191.1418495951806
PLW,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
PNG,Cereal yield (kg per hectare),4116.5,4132.4,4124.45,4124.45,6.491147818375273
POL,Cereal yield (kg per hectare),2534.7,3233.0,2883.85,2883.85,285.0797812309156
PRI,Cereal yield (kg per hectare),1730.7,1816.0,1773.35,1773.35,34.8235791765675
PRK,Cereal yield (kg per hectare),2450.2,3481.3,2965.75,2965.75,420.9448122972893
PRT,Cereal yield (kg per hectare),2780.6,2027.3,2403.95,2403.95,307.533437206428
PRY,Cereal yield (kg per hectare),1844.5,2115.2,1979.85,1979.85,110.51281222856764
PYF,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
QAT,Cereal yield (kg per hectare),4099.4,3649.1,3874.25,3874.25,183.83420519587742
ROM,Cereal yield (kg per hectare),1860.3,3334.2,2597.25,2597.25,601.7171553146877
RUS,Cereal yield (kg per hectare),1563.3,1860.1,1711.6999999999998,1711.6999999999998,121.16809260967453
RWA,Cereal yield (kg per hectare),848.3,1183.5,1015.9,1015.9,136.8448269634869
SAS,Cereal yield (kg per hectare),2375.82692668054,2530.70802545545,2453.2674760679947,2453.2674760679947,63.22994380002163
SAU,Cereal yield (kg per hectare),3516.3,4753.2,4134.75,4134.75,504.96231047475203
SDN,Cereal yield (kg per hectare),505.1,503.7,504.4,504.4,0.5715476066494222
SEN,Cereal yield (kg per hectare),879.3,1201.1,1040.1999999999998,1040.1999999999998,131.3742998712711
SGP,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SID,Cereal yield (kg per hectare),2075.4228570965,2181.8594451021,2128.6411510993003,2128.6411510993003,43.452555096092624
SLB,Cereal yield (kg per hectare),4649.5,3000.0,3824.75,3824.75,673.405555120142
SLE,Cereal yield (kg per hectare),1078.2,1117.7,1097.95,1097.95,16.12580747332259
SLV,Cereal yield (kg per hectare),2155.2,2632.6,2393.8999999999996,2393.8999999999996,194.89773386744824
SMR,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SOM,Cereal yield (kg per hectare),732.9,472.3,602.6,602.6,106.38950449488269
SRB,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SSA,Cereal yield (kg per hectare),1130.4725631682,1170.61997262924,1150.54626789872,1150.54626789872,16.390111279022328
STP,Cereal yield (kg per hectare),2230.0,2384.6,2307.3,2307.3,63.11518570571319
SUR,Cereal yield (kg per hectare),3896.0,3597.8,3746.9,3746.9,121.73964021632388
SVK,Cereal yield (kg per hectare),2709.1,4511.8,3610.45,3610.45,735.949193219206
SVN,Cereal yield (kg per hectare),4803.0,6000.7,5401.85,5401.85,488.9589774885687
SWE,Cereal yield (kg per hectare),4560.2,4932.3,4746.25,4746.25,151.90918888160357
SWZ,Cereal yield (kg per hectare),1628.0,1306.9,1467.45,1467.45,131.0885260679464
SXM,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SYC,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SYR,Cereal yield (kg per hectare),1148.6,1711.4,1430.0,1430.0,229.7621378730622
TCA,Cereal yield (kg per hectare),21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TCD,Cereal yield (kg per hectare),528.4,761.7,645.05,645.05,95.24432616521926
TGO,Cereal yield (kg per hectare),1058.3,1132.5,1095.4,1095.4,30.292023152418654
THA,Cereal yield (kg per hectare),2719.1,3002.6,2860.85,2860.85,115.73839034650517
TJK,Cereal yield (kg per hectare),1310.7,2164.4,1737.5500000000002,1737.5500000000002,348.52156556899985
TKM,Cereal yield (kg per hectare),2122.4,2908.8,2515.6000000000004,2515.6000000000004,321.04645562078196
TMP,Cereal yield (kg per hectare),1936.7,1541.8,1739.25,1739.25,161.21724990417954
