Country code,Series name,2000,2005,avg_value,median_value,std_dev
CAN,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CHE,"Primary completion rate, total (% of relevant age group)",96.19535,96.25156,96.223455,96.223455,0.022947636406970878
CHI,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CHL,"Primary completion rate, total (% of relevant age group)",98.11279,34706526643.07122,17353263370.592007,17353263370.592007,14168880129.917961
CHN,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CIV,"Primary completion rate, total (% of relevant age group)",41.79893,34706526643.07122,17353263342.435074,17353263342.435074,14168880152.907997
CMR,"Primary completion rate, total (% of relevant age group)",49.93794,52.12551,51.031724999999994,51.031724999999994,0.8930717127700333
COG,"Primary completion rate, total (% of relevant age group)",21956746574.405476,69.86556,10978373322.135517,10978373322.135517,8963804224.62682
COK,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
COL,"Primary completion rate, total (% of relevant age group)",95.17455,103.89451,99.53452999999999,99.53452999999999,3.559908762913267
COM,"Primary completion rate, total (% of relevant age group)",21956746574.405476,69.27707,10978373321.841272,10978373321.841272,8963804224.867071
CPV,"Primary completion rate, total (% of relevant age group)",103.24041,82.3995,92.819955,92.819955,8.508265879211224
CRI,"Primary completion rate, total (% of relevant age group)",86.54643,91.98694,89.266685,89.266685,2.221078906751553
CUB,"Primary completion rate, total (% of relevant age group)",104.21542,92.67467,98.445045,98.445045,4.711491458170823
CUW,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CYM,"Primary completion rate, total (% of relevant age group)",104.9676,86.45669,95.71214499999999,95.71214499999999,7.557047362430431
CYP,"Primary completion rate, total (% of relevant age group)",97.6595,100.0818,98.87065,98.87065,0.9888998339906183
CZE,"Primary completion rate, total (% of relevant age group)",99.90568,102.78216,101.34392,101.34392,1.174318042553493
DEU,"Primary completion rate, total (% of relevant age group)",104.97392,95.77988,100.3769,100.3769,3.7534511124563754
DJI,"Primary completion rate, total (% of relevant age group)",28.01833,31.23005,29.62419,29.62419,1.311179199448598
DMA,"Primary completion rate, total (% of relevant age group)",113.95864,103.38753,108.673085,108.673085,4.315637585805449
DNK,"Primary completion rate, total (% of relevant age group)",100.97049,99.07254,100.021515,100.021515,0.7748348428858866
DOM,"Primary completion rate, total (% of relevant age group)",75.49602,34706526643.07122,17353263359.28362,17353263359.28362,14168880139.151218
DZA,"Primary completion rate, total (% of relevant age group)",82.6314,95.83484,89.23312,89.23312,5.390281808242188
EAP,"Primary completion rate, total (% of relevant age group)",95.95804915,96.53069678,96.244372965,96.244372965,0.23378241598568517
ECA,"Primary completion rate, total (% of relevant age group)",94.1500874,97.70419215,95.927139775,95.927139775,1.4509571883169925
ECU,"Primary completion rate, total (% of relevant age group)",98.23046,105.64672,101.93859,101.93859,3.0276754666355323
EGY,"Primary completion rate, total (% of relevant age group)",87.70975,92.73478,90.222265,90.222265,2.051459907029626
EMU,"Primary completion rate, total (% of relevant age group)",100.3821674995,98.0290827816,99.20562514055,99.20562514055,0.9606428133993178
ERI,"Primary completion rate, total (% of relevant age group)",36.38499,52.12279,44.25389,44.25389,6.424929945662184
ESP,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
EST,"Primary completion rate, total (% of relevant age group)",90.66922,105.67953,98.174375,98.174375,6.1279333968326295
ETH,"Primary completion rate, total (% of relevant age group)",22.99605,43.19766,33.096855,33.096855,8.247272747117679
FIN,"Primary completion rate, total (% of relevant age group)",97.07389,99.94323,98.50856,98.50856,1.1714031497595783
FJI,"Primary completion rate, total (% of relevant age group)",100.44201,100.92235,100.68217999999999,100.68217999999999,0.19609798384141122
FRA,"Primary completion rate, total (% of relevant age group)",98.0926,34706526643.07122,17353263370.58191,17353263370.58191,14168880129.926203
FRO,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
FSM,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GAB,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GBR,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GEO,"Primary completion rate, total (% of relevant age group)",98.82607,85.27685,92.05145999999999,92.05145999999999,5.531445902118784
GHA,"Primary completion rate, total (% of relevant age group)",69.51244,73.17076,71.3416,71.3416,1.4935028859697608
GIB,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GIN,"Primary completion rate, total (% of relevant age group)",32.05286,56.41438,44.23362,44.23362,9.945548893101208
GMB,"Primary completion rate, total (% of relevant age group)",74.13865,69.21573,71.67719,71.67719,2.0097736740903627
GNB,"Primary completion rate, total (% of relevant age group)",30.72169,34706526643.07122,17353263336.896454,17353263336.896454,14168880157.430262
GNQ,"Primary completion rate, total (% of relevant age group)",21956746574.405476,44.31759,10978373309.361532,10978373309.361532,8963804235.056736
GRC,"Primary completion rate, total (% of relevant age group)",21956746574.405476,100.18574,10978373337.295609,10978373337.295609,8963804212.24866
GRD,"Primary completion rate, total (% of relevant age group)",71.87613,112.53252,92.20432500000001,92.20432500000001,16.597901713932096
GRL,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GTM,"Primary completion rate, total (% of relevant age group)",57.67767,73.66462,65.671145,65.671145,6.526645007231255
GUM,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
GUY,"Primary completion rate, total (% of relevant age group)",110.5529,34706526643.07122,17353263376.81206,17353263376.81206,14168880124.83931
HIC,"Primary completion rate, total (% of relevant age group)",97.49731431,96.89725693,97.19728562,97.19728562,0.2449723995652228
HKG,"Primary completion rate, total (% of relevant age group)",21956746574.405476,95.31284,10978373334.859158,10978373334.859158,8963804214.238012
HND,"Primary completion rate, total (% of relevant age group)",21956746574.405476,81.62271,10978373328.014093,10978373328.014093,8963804219.826984
HRV,"Primary completion rate, total (% of relevant age group)",91.95601,94.80046,93.378235,93.378235,1.161241849809933
HTI,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
HUN,"Primary completion rate, total (% of relevant age group)",97.55286,95.9332,96.74303,96.74303,0.6612234261326988
IDN,"Primary completion rate, total (% of relevant age group)",21956746574.405476,102.52914,10978373338.467308,10978373338.467308,8963804211.29197
IMY,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
IND,"Primary completion rate, total (% of relevant age group)",72.39823,85.30403,78.85113,78.85113,5.268770787068523
IRL,"Primary completion rate, total (% of relevant age group)",97.09979,96.64938,96.874585,96.874585,0.18387911250783062
IRN,"Primary completion rate, total (% of relevant age group)",101.90413,109.13419,105.51916,105.51916,2.9516596349511612
IRQ,"Primary completion rate, total (% of relevant age group)",54.78091,34706526643.07122,17353263348.926064,17353263348.926064,14168880147.608128
ISL,"Primary completion rate, total (% of relevant age group)",98.33294,99.39538,98.86416,98.86416,0.43373931372043045
ISR,"Primary completion rate, total (% of relevant age group)",21956746574.405476,101.19483,10978373337.800154,10978373337.800154,8963804211.8367
ITA,"Primary completion rate, total (% of relevant age group)",101.73953,99.71721,100.72837,100.72837,0.8256086827708826
JAM,"Primary completion rate, total (% of relevant age group)",87.30358,81.44995,84.376765,84.376765,2.3897344405079806
JOR,"Primary completion rate, total (% of relevant age group)",96.10992,96.16368,96.1368,96.1368,0.02194742809533602
JPN,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
KAZ,"Primary completion rate, total (% of relevant age group)",94.3629,107.17506,100.76898,100.76898,5.23054241714949
KEN,"Primary completion rate, total (% of relevant age group)",21956746574.405476,89.9512,10978373332.178337,10978373332.178337,8963804216.426893
KGZ,"Primary completion rate, total (% of relevant age group)",94.64111,96.23036,95.435735,95.435735,0.6488085956196972
KHM,"Primary completion rate, total (% of relevant age group)",21956746574.405476,85.18317,10978373329.794323,10978373329.794323,8963804218.373432
KIR,"Primary completion rate, total (% of relevant age group)",99.1624,118.14198,108.65219,108.65219,7.748381088722125
KNA,"Primary completion rate, total (% of relevant age group)",100.84211,107.52056,104.181335,104.181335,2.726465795448385
KOR,"Primary completion rate, total (% of relevant age group)",102.96109,98.75708,100.859085,100.859085,1.7162798955929832
KSV,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
KWT,"Primary completion rate, total (% of relevant age group)",95.60268,100.26525,97.933965,97.933965,1.903486231668089
LAC,"Primary completion rate, total (% of relevant age group)",97.49091521,98.91282017,98.20186769,98.20186769,0.58049026912209
LAO,"Primary completion rate, total (% of relevant age group)",69.28832,70.87775,70.083035,70.083035,0.6488820803119808
LBN,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
LBR,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
LBY,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
LCA,"Primary completion rate, total (% of relevant age group)",96.01253,99.36361,97.68807,97.68807,1.3680726812076405
LIC,"Primary completion rate, total (% of relevant age group)",50.67076698,57.93946999,54.305118485,54.305118485,2.967435577722034
LIE,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
LKA,"Primary completion rate, total (% of relevant age group)",21956746574.405476,111.74274,10978373343.074108,10978373343.074108,8963804207.530533
LMC,"Primary completion rate, total (% of relevant age group)",73.84496531,83.15694709,78.5009562,78.5009562,3.801600642515639
LMY,"Primary completion rate, total (% of relevant age group)",80.01018129,84.44904419,82.22961274,82.22961274,1.8121581905284612
LSO,"Primary completion rate, total (% of relevant age group)",60.09797,62.03267,61.06532,61.06532,0.7898379675604384
LTU,"Primary completion rate, total (% of relevant age group)",98.57562,91.33201,94.95381499999999,94.95381499999999,2.9571913992869443
LUX,"Primary completion rate, total (% of relevant age group)",21956746574.405476,79.4356932664,10978373326.920584,10978373326.920584,8963804220.71983
LVA,"Primary completion rate, total (% of relevant age group)",96.75903,92.14334,94.451185,94.451185,1.8843475518111483
MAC,"Primary completion rate, total (% of relevant age group)",97.38815,95.62607,96.50711,96.50711,0.7193661476605627
MAF,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
MAR,"Primary completion rate, total (% of relevant age group)",56.74184,80.29981,68.520825,68.520825,9.617500979298967
MCO,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
MDA,"Primary completion rate, total (% of relevant age group)",97.78653,99.48995,98.63824,98.63824,0.6954183029419512
MDG,"Primary completion rate, total (% of relevant age group)",37.59303,59.90484,48.748935,48.748935,9.108758289654524
MDV,"Primary completion rate, total (% of relevant age group)",21956746574.405476,137.89447,10978373356.149973,10978373356.149973,8963804196.854134
MEX,"Primary completion rate, total (% of relevant age group)",99.90545,101.87681,100.89113,100.89113,0.8048043498888428
MHL,"Primary completion rate, total (% of relevant age group)",21956746574.405476,99.11972,10978373336.762598,10978373336.762598,8963804212.68386
MIC,"Primary completion rate, total (% of relevant age group)",85.0196471831,89.5500758394,87.28486151125,87.28486151125,1.8495397540029666
MKD,"Primary completion rate, total (% of relevant age group)",99.53824,96.36753,97.95288500000001,97.95288500000001,1.294436937056675
MLI,"Primary completion rate, total (% of relevant age group)",30.8169,43.50517,37.161035,37.161035,5.179964536443919
MLT,"Primary completion rate, total (% of relevant age group)",107.39544,98.0888,102.74212,102.74212,3.799419869962601
MMR,"Primary completion rate, total (% of relevant age group)",79.89367,34706526643.07122,17353263361.482445,17353263361.482445,14168880137.355886
MNA,"Primary completion rate, total (% of relevant age group)",82.64231842,91.64049592,87.14140717000001,87.14140717000001,3.6734905816654018
MNE,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
MNG,"Primary completion rate, total (% of relevant age group)",90.06145,95.16086,92.611155,92.611155,2.0818254148743303
MNP,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
MOZ,"Primary completion rate, total (% of relevant age group)",16.11645,41.6146,28.865525,28.865525,10.40957614749115
MRT,"Primary completion rate, total (% of relevant age group)",21956746574.405476,44.94421,10978373309.674843,10978373309.674843,8963804234.800919
MUS,"Primary completion rate, total (% of relevant age group)",102.76879,94.76106,98.764925,98.764925,3.2691420829961877
MWI,"Primary completion rate, total (% of relevant age group)",65.41429,54.95064,60.18246499999999,60.18246499999999,4.271767224512198
MYS,"Primary completion rate, total (% of relevant age group)",21956746574.405476,98.2685,10978373336.336988,10978373336.336988,8963804213.03137
MYT,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
NAM,"Primary completion rate, total (% of relevant age group)",91.58662,86.19173,88.889175,88.889175,2.202454619740586
NCL,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
NER,"Primary completion rate, total (% of relevant age group)",17.92173,29.27967,23.6007,23.6007,4.636859588191128
NGA,"Primary completion rate, total (% of relevant age group)",21956746574.405476,79.96901,10978373327.187243,10978373327.187243,8963804220.502106
NIC,"Primary completion rate, total (% of relevant age group)",65.79172,74.02732,69.90952,69.90952,3.3621696209441927
NIU,"Primary completion rate, total (% of relevant age group)",21956746574.405476,126.08696,10978373350.246218,10978373350.246218,8963804201.67453
NLD,"Primary completion rate, total (% of relevant age group)",96.76267,34706526643.07122,17353263369.916946,17353263369.916946,14168880130.469147
NOR,"Primary completion rate, total (% of relevant age group)",98.07549,98.6047,98.34009499999999,98.34009499999999,0.21604907779637766
NPL,"Primary completion rate, total (% of relevant age group)",65.83118,34706526643.07122,17353263354.4512,17353263354.4512,14168880143.096872
NRU,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
NZL,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
OMN,"Primary completion rate, total (% of relevant age group)",81.53622,34706526643.07122,17353263362.30372,17353263362.30372,14168880136.685318
PAK,"Primary completion rate, total (% of relevant age group)",21956746574.405476,60.7667,10978373317.586088,10978373317.586088,8963804228.341413
PAN,"Primary completion rate, total (% of relevant age group)",94.09161,96.64557,95.36859000000001,95.36859000000001,1.0426498039130891
PER,"Primary completion rate, total (% of relevant age group)",101.72232,100.49154,101.10693,101.10693,0.5024638309371116
PHL,"Primary completion rate, total (% of relevant age group)",21956746574.405476,93.95111,10978373334.178293,10978373334.178293,8963804214.793936
PLW,"Primary completion rate, total (% of relevant age group)",98.83721,34706526643.07122,17353263370.954216,17353263370.954216,14168880129.622217
PNG,"Primary completion rate, total (% of relevant age group)",53.38716,34706526643.07122,17353263348.22919,17353263348.22919,14168880148.177122
POL,"Primary completion rate, total (% of relevant age group)",95.23419,97.44591,96.34004999999999,96.34004999999999,0.9029309089847349
PRI,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
PRK,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
PRT,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
PRY,"Primary completion rate, total (% of relevant age group)",91.87028,94.77238,93.32132999999999,93.32132999999999,1.1847773637551786
PYF,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
QAT,"Primary completion rate, total (% of relevant age group)",21956746574.405476,117.85215,10978373346.128813,10978373346.128813,8963804205.036377
ROM,"Primary completion rate, total (% of relevant age group)",102.02046,98.88764,100.45405,100.45405,1.2789684093309974
RUS,"Primary completion rate, total (% of relevant age group)",93.95698,34706526643.07122,17353263368.5141,17353263368.5141,14168880131.614563
RWA,"Primary completion rate, total (% of relevant age group)",22.27664,34706526643.07122,17353263332.67393,17353263332.67393,14168880160.87794
SAS,"Primary completion rate, total (% of relevant age group)",67.6615058,78.91446474,73.28798527000001,73.28798527000001,4.594001249915044
SAU,"Primary completion rate, total (% of relevant age group)",21956746574.405476,88.64238,10978373331.523928,10978373331.523928,8963804216.961216
SDN,"Primary completion rate, total (% of relevant age group)",35.77601,34706526643.07122,17353263339.423615,17353263339.423615,14168880155.366846
SEN,"Primary completion rate, total (% of relevant age group)",39.06047,51.4625,45.261485,45.261485,5.063107545781541
SGP,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SID,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SLB,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SLE,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SLV,"Primary completion rate, total (% of relevant age group)",87.73058,85.70737,86.718975,86.718975,0.8259720237493947
SMR,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SOM,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SRB,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SSA,"Primary completion rate, total (% of relevant age group)",51.252918,58.37917926,54.81604863,54.81604863,2.909283976793854
STP,"Primary completion rate, total (% of relevant age group)",21956746574.405476,74.24202,10978373324.323748,10978373324.323748,8963804222.840137
SUR,"Primary completion rate, total (% of relevant age group)",21956746574.405476,83.0284,10978373328.716938,10978373328.716938,8963804219.253113
SVK,"Primary completion rate, total (% of relevant age group)",96.97227,93.9303,95.451285,95.451285,1.2418790521423542
SVN,"Primary completion rate, total (% of relevant age group)",96.97802,34706526643.07122,17353263370.02462,17353263370.02462,14168880130.38123
SWE,"Primary completion rate, total (% of relevant age group)",100.39957,97.52523,98.9624,98.9624,1.1734443912119015
SWZ,"Primary completion rate, total (% of relevant age group)",60.32397,64.29176,62.307865,62.307865,1.6198434844196086
SXM,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
SYC,"Primary completion rate, total (% of relevant age group)",107.24932,112.04258,109.64595,109.64595,1.9568402007488175
SYR,"Primary completion rate, total (% of relevant age group)",86.28305,112.04713,99.16508999999999,99.16508999999999,10.518141615374201
TCA,"Primary completion rate, total (% of relevant age group)",21956746574.405476,91.74757,10978373333.076523,10978373333.076523,8963804215.693527
TCD,"Primary completion rate, total (% of relevant age group)",22.40717,31.56451,26.98584,26.98584,3.7384684001963504
TGO,"Primary completion rate, total (% of relevant age group)",63.17552,68.84767,66.011595,66.011595,2.315645540754599
THA,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TJK,"Primary completion rate, total (% of relevant age group)",95.08667,101.76647,98.42657,98.42657,2.7270169306405125
TKM,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TMP,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
TON,"Primary completion rate, total (% of relevant age group)",21956746574.405476,110.53711,10978373342.471292,10978373342.471292,8963804208.02273
TTO,"Primary completion rate, total (% of relevant age group)",86.49196,89.30844,87.90020000000001,87.90020000000001,1.1498231451256602
TUN,"Primary completion rate, total (% of relevant age group)",88.49833,101.5533,95.025815,95.025815,5.329669184557017
TUR,"Primary completion rate, total (% of relevant age group)",21956746574.405476,94.55265,10978373334.479063,10978373334.479063,8963804214.548357
TUV,"Primary completion rate, total (% of relevant age group)",109.87124,106.30252,108.08688000000001,108.08688000000001,1.4569238391441968
TZA,"Primary completion rate, total (% of relevant age group)",21956746574.405476,55.01881,10978373314.712143,10978373314.712143,8963804230.68798
UGA,"Primary completion rate, total (% of relevant age group)",21956746574.405476,55.2015,10978373314.803488,10978373314.803488,8963804230.613398
UKR,"Primary completion rate, total (% of relevant age group)",92.30811,116.69521,104.50166,104.50166,9.955991884371276
UMC,"Primary completion rate, total (% of relevant age group)",97.29973075,97.66402247,97.48187661,97.48187661,0.14872147192014487
URY,"Primary completion rate, total (% of relevant age group)",97.3498,95.49328,96.42154,96.42154,0.7579211162119723
USA,"Primary completion rate, total (% of relevant age group)",97.98197,96.8785,97.43023500000001,97.43023500000001,0.4504897410781595
UZB,"Primary completion rate, total (% of relevant age group)",95.58318,98.31766,96.95042000000001,96.95042000000001,1.116346785307626
VCT,"Primary completion rate, total (% of relevant age group)",21956746574.405476,102.4069,10978373338.406187,10978373338.406187,8963804211.341875
VEN,"Primary completion rate, total (% of relevant age group)",83.41944,91.38995,87.404695,87.404695,3.2539470816251264
VIR,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
VNM,"Primary completion rate, total (% of relevant age group)",96.3762,34706526643.07122,17353263369.72371,17353263369.72371,14168880130.62692
VUT,"Primary completion rate, total (% of relevant age group)",86.18685,34706526643.07122,17353263364.629036,17353263364.629036,14168880134.786705
WBG,"Primary completion rate, total (% of relevant age group)",102.99889,95.31593,99.15741,99.15741,3.1365552857022445
WLD,"Primary completion rate, total (% of relevant age group)",81.8962035,85.80757954,83.85189152000001,83.85189152000001,1.5968125816913172
WSM,"Primary completion rate, total (% of relevant age group)",94.44568,34706526643.07122,17353263368.75845,17353263368.75845,14168880131.415052
YEM,"Primary completion rate, total (% of relevant age group)",55.33629,60.34978,57.843035,57.843035,2.0467487217576745
ZAF,"Primary completion rate, total (% of relevant age group)",86.58075,92.53142,89.556085,89.556085,2.4293508546145968
ZAR,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ZMB,"Primary completion rate, total (% of relevant age group)",61.41153,84.27078,72.841155,72.841155,9.332249733786062
ZWE,"Primary completion rate, total (% of relevant age group)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ABW,"Under-five mortality rate (per 1,000)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ADO,"Under-five mortality rate (per 1,000)",4.9,4.1,4.5,4.5,0.3265986323710907
AFG,"Under-five mortality rate (per 1,000)",151.1,150.5,150.8,150.8,0.2449489742783155
AGO,"Under-five mortality rate (per 1,000)",199.6,179.1,189.35,189.35,8.369089954509192
ALB,"Under-five mortality rate (per 1,000)",28.6,22.8,25.700000000000003,25.700000000000003,2.367840084690406
ARE,"Under-five mortality rate (per 1,000)",12.4,9.4,10.9,10.9,1.224744871391589
ARG,"Under-five mortality rate (per 1,000)",19.6,16.6,18.1,18.1,1.224744871391589
ARM,"Under-five mortality rate (per 1,000)",33.3,25.6,29.45,29.45,3.1435118365717436
ASM,"Under-five mortality rate (per 1,000)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
ATG,"Under-five mortality rate (per 1,000)",14.9,11.0,12.95,12.95,1.592168332809066
AUS,"Under-five mortality rate (per 1,000)",6.2,5.6,5.9,5.9,0.24494897427831802
AUT,"Under-five mortality rate (per 1,000)",5.6,4.9,5.25,5.25,0.2857738033247038
AZE,"Under-five mortality rate (per 1,000)",67.4,55.6,61.5,61.5,4.817329827473585
BDI,"Under-five mortality rate (per 1,000)",163.8,153.9,158.85000000000002,158.85000000000002,4.041658075592246
BEL,"Under-five mortality rate (per 1,000)",5.8,5.0,5.4,5.4,0.3265986323710903
BEN,"Under-five mortality rate (per 1,000)",143.4,128.6,136.0,136.0,6.042074698865178
BFA,"Under-five mortality rate (per 1,000)",190.8,183.5,187.15,187.15,2.9802125203862047
BGD,"Under-five mortality rate (per 1,000)",85.7,64.2,74.95,74.95,8.777338244973055
BGR,"Under-five mortality rate (per 1,000)",20.7,16.0,18.35,18.35,1.918766965180156
BHR,"Under-five mortality rate (per 1,000)",12.2,11.1,11.649999999999999,11.649999999999999,0.44907311951024914
BHS,"Under-five mortality rate (per 1,000)",16.8,16.4,16.6,16.6,0.16329931618554608
BIH,"Under-five mortality rate (per 1,000)",9.6,8.7,9.149999999999999,9.149999999999999,0.36742346141747684
BLR,"Under-five mortality rate (per 1,000)",13.7,9.3,11.5,11.5,1.7962924780409968
BLZ,"Under-five mortality rate (per 1,000)",27.0,21.3,24.15,24.15,2.327015255644019
BMU,"Under-five mortality rate (per 1,000)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
BOL,"Under-five mortality rate (per 1,000)",82.2,66.7,74.45,74.45,6.327848502189877
BRA,"Under-five mortality rate (per 1,000)",35.7,26.3,31.0,31.0,3.8375339303603133
BRB,"Under-five mortality rate (per 1,000)",17.1,18.1,17.6,17.6,0.408248290463863
BRN,"Under-five mortality rate (per 1,000)",9.3,8.2,8.75,8.75,0.4490731195102499
BTN,"Under-five mortality rate (per 1,000)",89.0,70.8,79.9,79.9,7.430118886442308
BWA,"Under-five mortality rate (per 1,000)",95.9,60.9,78.4,78.4,14.288690166235208
CAF,"Under-five mortality rate (per 1,000)",175.9,168.3,172.10000000000002,172.10000000000002,3.1026870075253568
CAN,"Under-five mortality rate (per 1,000)",6.2,6.1,6.15,6.15,0.04082482904638652
CHE,"Under-five mortality rate (per 1,000)",5.7,5.1,5.4,5.4,0.24494897427831802
CHI,"Under-five mortality rate (per 1,000)",21956746574.405476,34706526643.07122,28331636608.73835,28331636608.73835,5205075916.823025
CHL,"Under-five mortality rate (per 1,000)",10.8,9.3,10.05,10.05,0.6123724356957945
CHN,"Under-five mortality rate (per 1,000)",33.0,24.9,28.95,28.95,3.306811152757291
CIV,"Under-five mortality rate (per 1,000)",147.7,135.4,141.55,141.55,5.021453972705508
CMR,"Under-five mortality rate (per 1,000)",147.5,142.1,144.8,144.8,2.2045407685048626
COG,"Under-five mortality rate (per 1,000)",104.2,98.1,101.15,101.15,2.490314571829568
COK,"Under-five mortality rate (per 1,000)",13.3,11.1,12.2,12.2,0.8981462390204992
COL,"Under-five mortality rate (per 1,000)",26.8,22.7,24.75,24.75,1.6738179909018391
COM,"Under-five mortality rate (per 1,000)",104.3,95.4,99.85,99.85,3.6334097851283773
CPV,"Under-five mortality rate (per 1,000)",46.0,40.4,43.2,43.2,2.2861904265976336
CRI,"Under-five mortality rate (per 1,000)",12.9,10.7,11.8,11.8,0.8981462390204992
CUB,"Under-five mortality rate (per 1,000)",8.5,6.9,7.7,7.7,0.6531972647421806
